combinations,nombredoccurrence,audienceScoremoyenne,tomatoMetermoyen
"('Indie', 'Zombie')",3,57.0,77.5
"('Feminist', 'Western')",3,55.666666666666664,78.0
"('Sex', 'Stoner')",3,71.0,59.0
"('Cult', 'Domestic')",3,84.0,92.33333333333333
"('Workplace', 'World')",3,63.0,74.0
"('Domestic', 'Sports')",3,70.0,81.66666666666667
"('Detective', 'Film')",3,70.5,77.5
"('Parody', 'Stop')",3,73.66666666666667,67.33333333333333
"('Drama', 'Hip')",3,59.666666666666664,34.5
"('Creature', 'Zombie')",3,59.666666666666664,71.0
"('Detective', 'Romance')",3,79.33333333333333,88.0
"('Prison', 'Sports')",3,69.66666666666667,47.333333333333336
"('Detective', 'Horror')",3,62.5,80.0
"('Crime', 'Religious')",3,48.5,29.5
"('Crime', 'Remake')",3,61.333333333333336,86.0
"('Detective', 'Drama')",3,51.0,96.0
"('Cult', 'Splatter')",3,58.666666666666664,76.0
"('Dance', 'World')",3,69.33333333333333,51.0
"('Dance', 'Teen')",3,72.0,66.0
"('Dance', 'Drama')",3,69.66666666666667,56.5
"('Romance', 'Swashbuckler')",3,60.0,37.0
"('Culture', 'Drama')",3,33.0,25.0
"('Romance', 'Supernatural')",3,48.0,37.5
"('Cult', 'World')",3,76.5,32.0
"('Romance', 'Superhero')",3,55.666666666666664,62.0
"('Ensemble', 'Gay')",3,65.33333333333333,81.5
"('Ensemble', 'Mockumentary')",3,70.66666666666667,75.66666666666667
"('Mystery', 'Psychological')",3,20.5,60.0
"('Coming', 'Parody')",3,59.333333333333336,53.333333333333336
"('Music', 'Teen')",3,65.33333333333333,54.666666666666664
"('Documentary', 'Music')",3,51.5,92.0
"('Science', 'Western')",3,46.333333333333336,48.0
"('Family', 'Melodrama')",3,74.33333333333333,42.0
"('Musical', 'Stoner')",3,78.66666666666667,58.0
"('Comedy-drama', 'Western')",3,66.66666666666667,85.33333333333333
"('Musical', 'Superhero')",3,61.5,58.0
"('Family', 'Filipino')",3,55.666666666666664,
"('Fairy', 'Musical')",3,58.0,
"('Extreme', 'Sports')",3,74.66666666666667,60.0
"('Experimental', 'Romance')",3,74.33333333333333,84.33333333333333
"('Erotica', 'World')",3,70.0,73.5
"('Erotica', 'Romantic')",3,54.0,48.0
"('Science', 'Stop')",3,70.0,71.66666666666667
"('Erotica', 'Indie')",3,46.666666666666664,38.5
"('Coming', 'Gay')",3,72.33333333333333,76.66666666666667
"('Ensemble', 'Screwball')",3,73.33333333333333,75.0
"('Crime', 'Sex')",3,75.66666666666667,72.0
"('Family', 'Haunted')",3,68.5,60.0
"('Remake', 'Sports')",3,59.666666666666664,50.0
"('Romantic', 'Suspense')",3,64.33333333333333,94.0
"('Satire', 'Short')",3,59.666666666666664,48.0
"('Doomsday', 'Horror')",3,86.0,90.66666666666667
"('Doomsday', 'Family')",3,65.5,95.0
"('Domestic', 'Workplace')",3,36.0,46.0
"('Family-Oriented', 'Romance')",3,45.333333333333336,34.333333333333336
"('Domestic', 'Teen')",3,60.0,44.0
"('Crime', 'Gross')",3,58.0,45.666666666666664
"('Crime', 'Gross-out')",3,58.0,45.666666666666664
"('Period', 'Screwball')",3,63.0,53.333333333333336
"('Doomsday', 'Romantic')",3,91.5,93.5
"('Period', 'Sex')",3,68.66666666666667,70.0
"('Domestic', 'Road')",3,61.666666666666664,36.333333333333336
"('Domestic', 'Japanese')",3,73.5,69.0
"('Crime', 'Media')",3,68.66666666666667,60.666666666666664
"('Domestic', 'Gay')",3,65.33333333333333,78.33333333333333
"('Documentary', 'Short')",3,59.0,
"('Crime', 'Silent')",3,71.0,93.0
"('Domestic', 'Film')",3,75.66666666666667,97.0
"('Doomsday', 'Indie')",3,55.666666666666664,64.0
"('Crime', 'Master')",3,77.33333333333333,71.5
"('Doomsday', 'Satire')",3,77.33333333333333,93.0
"('Political', 'Screwball')",3,71.0,78.0
"('Doomsday', 'Zombie')",3,86.0,90.66666666666667
"('Road', 'Slice')",3,58.0,55.333333333333336
"('Crime', 'Superhero')",3,57.666666666666664,53.666666666666664
"('Road', 'Sex')",3,62.333333333333336,61.666666666666664
"('Cult', 'Monster')",3,40.0,42.0
"('Revisionist', 'Western')",3,58.5,72.5
"('Road', 'Stoner')",3,68.0,52.0
"('Cult', 'Media')",3,77.66666666666667,68.66666666666667
"('Cult', 'Music')",3,70.0,53.666666666666664
"('Docudrama', 'Musical')",3,63.0,78.0
"('Romantic', 'Short')",3,63.5,10.0
"('Documentary', 'Extreme')",3,74.66666666666667,60.0
"('Parody', 'Supernatural')",3,36.333333333333336,40.0
"('Parody', 'Television')",3,28.0,
"('Parody', 'Zombie')",3,66.66666666666667,58.0
"('Satire', 'Surrealism')",3,69.33333333333333,75.0
"('Satire', 'Superhero')",3,65.0,67.0
"('Jungle', 'Slapstick')",2,35.5,39.5
"('Historical', 'History')",2,45.0,25.0
"('Black-and-white', 'Music')",2,67.0,100.0
"('Animation', 'Horror')",2,72.0,82.0
"('Satire', 'Spy')",2,52.0,95.0
"('Japanese', 'Sports')",2,52.0,27.5
"('Jukebox', 'Musical')",2,53.5,75.0
"('LGBT', 'Mockumentary')",2,71.5,74.5
"('LGBT', 'Melodrama')",2,74.0,65.0
"('Animal', 'Comedy')",2,50.0,
"('LGBT', 'Prison')",2,61.5,51.0
"('LGBT', 'Psychological')",2,59.5,80.0
"('LGBT', 'Remake')",2,74.0,64.0
"('Animal', 'Coming')",2,56.0,69.5
"('LGBT', 'Science')",2,51.0,42.5
"('Hip', 'Teen')",2,68.0,31.0
"('Haunted', 'Musical')",2,54.5,60.0
"('Hip', 'Satire')",2,70.0,57.0
"('Gross-out', 'Stoner')",2,52.0,33.0
"('Gross-out', 'Indie')",2,33.0,17.5
"('Addiction', 'Film')",2,74.0,90.0
"('Animal', 'Animation')",2,52.5,50.0
"('Gross-out', 'Musical')",2,55.0,0.0
"('Action', 'Bloopers')",2,72.0,57.5
"('Gross-out', 'Political')",2,68.5,56.0
"('Gross-out', 'Road')",2,58.5,51.0
"('Anti-war', 'Drama')",2,74.5,85.5
"('Hip', 'Mockumentary')",2,73.5,67.5
"('Gross-out', 'Thriller')",2,56.5,29.5
"('Haunted', 'Mystery')",2,84.0,
"('Haunted', 'Thriller')",2,23.0,
"('Heist', 'Parody')",2,81.0,
"('Heist', 'Remake')",2,50.0,83.0
"('Heist', 'Screwball')",2,63.0,55.5
"('Hip', 'LGBT')",2,55.5,51.0
"('Animal', 'Buddy')",2,54.0,53.5
"('Hybrid', 'Thriller')",2,51.5,80.0
"('LGBT', 'Slice')",2,51.5,50.0
"('Action', 'Hip')",2,21.0,14.0
"('Satire', 'Silent')",2,48.5,57.0
"('Animation', 'Educational')",2,83.5,91.5
"('Action', 'Filipino')",2,76.5,83.0
"('Indie', 'Punk')",2,89.0,69.0
"('Animation', 'Cult')",2,55.0,52.0
"('Romantic', 'Zombie')",2,62.5,86.0
"('Action', 'Heavenly')",2,36.0,20.0
"('Animated', 'War')",2,81.0,
"('LGBT', 'Western')",2,82.5,65.0
"('Animated', 'Television')",2,62.0,
"('Animated', 'Science')",2,51.0,35.0
"('Indie', 'Supernatural')",2,35.5,
"('Romantic', 'Tragedy')",2,51.0,82.0
"('Indie', 'Tragedy')",2,59.0,82.0
"('Gross', 'Stoner')",2,52.0,33.0
"('Animated', 'Coming')",2,48.0,63.0
"('Indie', 'Medical')",2,79.0,75.0
"('Action', 'Fairy')",2,74.0,77.0
"('Indie', 'Martial')",2,56.5,21.0
"('Horse', 'Sports')",2,66.0,63.5
"('Legal', 'Mystery')",2,56.5,63.0
"('Legal', 'Thriller')",2,56.5,63.0
"('Americana', 'Sports')",2,68.0,71.5
"('Marriage', 'World')",2,63.0,
"('Martial', 'Mockumentary')",2,54.0,
"('Action', 'Jungle')",2,64.5,69.0
"('Martial', 'Period')",2,87.0,90.0
"('Romantic', 'Spy')",2,63.0,57.0
"('Martial', 'Romantic')",2,70.0,82.0
"('Martial', 'Satire')",2,76.0,90.0
"('Martial', 'Science')",2,46.5,21.0
"('Animal', 'Science')",2,49.0,55.5
"('Japanese', 'Slapstick')",2,67.5,49.0
"('Action', 'Extreme')",2,72.0,57.5
"('Japanese', 'Sex')",2,58.0,
"('Gross', 'Thriller')",2,56.5,29.5
"('Action', 'Tollywood')",2,46.5,82.0
"('Apocalyptic', 'Doomsday')",2,74.5,89.0
"('Operetta', 'Romance')",2,78.5,91.5
"('Adventure', 'Psychological')",2,70.0,
"('Adventure', 'Media')",2,78.0,75.5
"('Parody', 'Sci-Fi')",2,49.0,32.0
"('Adventure', 'Humour')",2,90.0,80.5
"('Psychological', 'World')",2,57.0,75.5
"('Adventure', 'History')",2,45.0,25.0
"('Adventure', 'Historical')",2,57.0,52.0
"('Adventure', 'Heavenly')",2,27.0,58.0
"('Adventure', 'Experimental')",2,79.0,46.5
"('Adventure', 'Erotic')",2,,50.0
"('Adventure', 'Educational')",2,83.5,91.5
"('Action', 'Stoner')",2,61.5,68.0
"('Adventure', 'Dystopia')",2,50.5,71.0
"('Romance', 'Slasher')",2,41.0,34.0
"('Period', 'Psychological')",2,77.5,68.0
"('Operetta', 'Romantic')",2,78.5,91.5
"('Operetta', 'Pre-Code')",2,78.5,91.5
"('Adventure', 'Biography')",2,60.0,52.0
"('New', 'Sports')",2,71.5,82.0
"('Japanese', 'Mystery')",2,68.5,64.0
"('Religious', 'World')",2,85.0,75.0
"('Adult', 'Comedy')",2,44.5,84.0
"('Adult', 'Animation')",2,48.5,33.0
"('Remake', 'Thriller')",2,44.0,83.0
"('Revisionist', 'Romance')",2,80.5,89.0
"('Adult', 'Adventure')",2,58.0,67.0
"('Addiction', 'Indie')",2,88.0,88.5
"('Adventure', 'Apocalyptic')",2,74.5,89.0
"('Period', 'Slice')",2,63.0,61.0
"('Romance', 'Spy')",2,42.5,34.5
"('Adventure', 'Avant-garde')",2,79.0,46.5
"('Adventure', 'Religious')",2,70.5,39.5
"('Adventure', 'Reboot')",2,46.0,21.0
"('New', 'Sex')",2,62.5,76.5
"('Romance', 'Sci-Fi')",2,60.5,67.5
"('Adventure', 'Biker')",2,53.0,17.0
"('Apocalyptic', 'Road')",2,74.5,89.0
"('Horror', 'Road-Horror')",2,47.0,50.0
"('Animation', 'Slapstick')",2,44.0,36.0
"('Animation', 'Sci-Fi')",2,82.0,81.0
"('Action', 'Erotic')",2,,50.0
"('Satire', 'Stoner')",2,81.0,59.5
"('Animation', 'Road')",2,74.5,72.5
"('Horror', 'Stoner')",2,49.0,58.0
"('Horror', 'Superhero')",2,47.5,67.0
"('Animation', 'Monster')",2,57.5,54.5
"('Horror', 'Suspense')",2,71.0,53.0
"('Animation', 'LGBT')",2,75.0,82.5
"('History', 'Parody')",2,47.0,39.0
"('History', 'Musical')",2,94.0,88.0
"('Historical', 'War')",2,74.0,83.0
"('Historical', 'Period')",2,62.5,75.0
"('Gross', 'Road')",2,58.5,51.0
"('Action', 'Dystopia')",2,62.0,
"('Martial', 'Spy')",2,58.5,54.5
"('Martial', 'Wuxia')",2,71.5,75.0
"('Horror', 'Road')",2,68.0,69.5
"('Martial', 'Superhero')",2,67.0,51.5
"('Gross', 'Political')",2,68.5,56.0
"('Horror', 'Remake')",2,35.5,80.0
"('History', 'Political')",2,73.0,82.0
"('Holiday', 'Musical')",2,46.5,
"('Holiday', 'Parody')",2,67.0,41.0
"('Action', 'Disaster')",2,39.0,32.5
"('Satire', 'Tragicomedy')",2,47.0,53.0
"('Action', 'Documentary')",2,72.0,57.5
"('Animation', 'War')",2,81.0,
"('Horror', 'Martial')",2,37.5,
"('Animation', 'Time')",2,68.0,67.0
"('Animation', 'Television')",2,62.0,
"('Animation', 'Teen')",2,42.5,26.0
"('Horror', 'Period')",2,80.5,64.0
"('Japanese', 'LGBT')",2,80.5,90.5
"('Cult', 'Natural')",2,60.5,70.5
"('Japanese', 'Period')",2,76.0,44.0
"('Chase', 'Family')",2,68.0,71.0
"('Cult', 'Time')",2,73.5,74.0
"('Chase', 'Teen')",2,46.5,25.0
"('Crime', 'Docudrama')",2,47.0,79.0
"('Comedy-drama', 'Filipino')",2,73.5,29.0
"('Comedy', 'Heist')",2,55.5,61.5
"('Creature', 'Haunted')",2,58.0,10.0
"('Comedy-drama', 'Erotica')",2,52.0,68.0
"('Courtroom', 'Legal')",2,56.5,63.0
"('Comedy-drama', 'Punk')",2,88.0,78.0
"('Cult', 'Disaster')",2,66.0,97.0
"('Comedy', 'Feminist')",2,60.0,50.0
"('Comedy-drama', 'Surrealism')",2,68.5,65.5
"('Costume', 'Martial')",2,59.5,72.5
"('Documentary', 'Fantasy')",2,68.0,74.0
"('Cult', 'Doomsday')",2,86.0,91.5
"('Buddy', 'Religious')",2,50.0,58.0
"('Chase', 'Ensemble')",2,79.0,71.0
"('Costume', 'Music')",2,81.5,85.5
"('Comedy', 'Suspense')",2,37.5,19.0
"('Comedy', 'Whodunit')",2,51.0,94.0
"('Chinese', 'Sex')",2,75.0,
"('Coming', 'Science')",2,70.0,75.0
"('Blaxploitation', 'Indie')",2,68.0,67.0
"('Culture', 'Social')",2,47.0,25.0
"('Comedy', 'Slice')",2,69.5,46.5
"('Blaxploitation', 'Crime')",2,68.0,67.0
"('Coming', 'Political')",2,45.5,39.0
"('Comedy', 'Stoner')",2,49.5,40.5
"('Blaxploitation', 'Drama')",2,63.0,88.0
"('Crime', 'Hip')",2,52.0,31.0
"('Computer', 'Creature')",2,78.5,82.5
"('Blaxploitation', 'Martial')",2,74.0,55.0
"('Coming', 'Satire')",2,78.0,71.5
"('Cult', 'Workplace')",2,72.0,83.0
"('Cult', 'Dystopia')",2,75.0,84.5
"('Crime', 'Supernatural')",2,56.0,41.0
"('Chase', 'Screwball')",2,58.0,47.5
"('Docudrama', 'Romance')",2,67.5,94.0
"('Boxing', 'Romantic')",2,42.0,40.0
"('Black-and-white', 'Remake')",2,60.5,80.0
"('Crime', 'Tragicomedy')",2,54.0,71.5
"(""Children's"", 'Remake')",2,45.5,62.0
"('Disaster', 'Ensemble')",2,73.0,80.5
"('Detective', 'Whodunit')",2,71.0,65.0
"('Black-and-white', 'Road')",2,93.5,95.5
"('Caper', 'World')",2,90.0,89.0
"('Costume', 'Crime')",2,71.0,51.5
"('Comedy', 'Gross')",2,42.5,10.0
"('Comedy-drama', 'Social')",2,71.5,55.0
"('Comedy', 'Czechoslovak')",2,83.0,92.5
"('Comedy-drama', 'Stop')",2,59.5,70.0
"(""Children's"", 'Sci-Fi')",2,71.0,67.0
"(""Children's"", 'Cult')",2,44.0,40.0
"('Costume', 'War')",2,63.5,63.0
"('Costume', 'Swashbuckler')",2,45.5,30.0
"('Boxing', 'Crime')",2,60.0,
"(""Children's"", 'Heavenly')",2,51.0,89.0
"('Comedy', 'Filipino')",2,52.0,83.0
"('Documentary', 'Film')",2,45.0,0.0
"('Caper', 'Screwball')",2,69.5,75.5
"('Caper', 'Parody')",2,68.5,31.0
"('Caper', 'Indie')",2,39.0,29.0
"('Caper', 'Gangster')",2,59.5,38.5
"('Costume', 'Science')",2,43.5,24.0
"(""Children's"", 'Film')",2,54.5,70.0
"('Costume', 'Sex')",2,65.5,79.0
"(""Children's"", 'Escape')",2,65.0,57.0
"('Caper', 'Family')",2,63.5,82.5
"('Docudrama', 'Film')",2,58.5,80.5
"(""Children's"", 'Haunted')",2,68.5,60.0
"('Costume', 'Horror')",2,63.5,77.0
"('Caper', 'Romantic')",2,62.0,100.0
"('Buddy', 'Short')",2,34.5,
"('Bloopers', 'Slapstick')",2,77.5,57.0
"('Japanese', 'Political')",2,60.0,81.0
"('Czechoslovak', 'World')",2,83.0,92.5
"('Comedy-drama', 'Horror')",2,74.0,60.0
"('Czechoslovak', 'Satire')",2,83.0,92.5
"('Chinese', 'Costume')",2,59.5,72.5
"('Christmas', 'Comedy-drama')",2,65.0,52.5
"('Czechoslovak', 'Drama')",2,83.0,92.5
"('Chinese', 'Wuxia')",2,71.5,75.0
"('Chinese', 'Western')",2,59.5,72.5
"(""Children's"", 'Western')",2,50.5,70.0
"('Coming', 'Family-Oriented')",2,54.5,89.0
"('Comedy', 'Gross-out')",2,42.5,10.0
"('Cult', 'Sci-Fi')",2,74.0,66.0
"('Detective', 'Romantic')",2,56.5,78.0
"('Black-and-white', 'Sex')",2,81.5,84.5
"('Buddy', 'Gross')",2,60.0,45.0
"('Cult', 'Film')",2,84.5,76.0
"('Crime', 'Legal')",2,56.5,63.0
"('Computer', 'Musical')",2,65.5,89.0
"(""Children's"", 'Steampunk')",2,60.0,71.0
"('Dance', 'Family')",2,82.5,14.0
"('Animal', 'World')",2,42.5,59.0
"('Documentary', 'Slapstick')",2,77.5,57.0
"('Comedy', 'Creature')",2,18.0,14.0
"('Costume', 'Steampunk')",2,58.5,36.0
"('Computer', 'Sports')",2,75.0,76.5
"('Black-and-white', 'Whodunit')",2,60.0,
"('Computer', 'Sci-Fi')",2,82.0,81.0
"('Creature', 'Indie')",2,38.5,
"('Computer', 'Satire')",2,65.0,59.0
"('Dance', 'Sports')",2,73.0,
"('Dance', 'Romance')",2,70.0,30.5
"('Comedy', 'New')",2,82.0,92.5
"('Bollywood', 'Road')",2,51.0,67.0
"('Bollywood', 'Political')",2,48.5,86.0
"('Dance', 'Indie')",2,73.5,94.0
"('Buddy', 'Gross-out')",2,60.0,45.0
"('Detective', 'Martial')",2,39.5,
"('Bollywood', 'Coming')",2,87.5,100.0
"('Cult', 'Stop')",2,88.0,86.0
"('Chase', 'Silent')",2,66.0,42.0
"('Chase', 'Musical')",2,59.0,73.0
"('Bloopers', 'Cult')",2,75.0,49.0
"('Cult', 'Political')",2,70.0,74.0
"('Crime', 'Erotica')",2,73.0,69.0
"('Coming', 'Slapstick')",2,66.0,22.0
"('Cult', 'Prison')",2,57.5,62.0
"('Comedy-drama', 'Family-Oriented')",2,49.0,54.0
"('Crime', 'Gay')",2,78.5,87.0
"('Chinese', 'Gangster')",2,68.0,
"('Comedy-drama', 'Experimental')",2,77.0,67.5
"('Chinese', 'Musical')",2,70.0,78.0
"('Cult', 'Sexploitation')",2,69.0,79.0
"('Buddy', 'Silent')",2,34.5,
"('Chinese', 'LGBT')",2,55.0,28.5
"('Comedy', 'Workplace')",2,24.0,34.5
"('Computer', 'Fairy')",2,61.5,73.0
"('Bollywood', 'Science')",2,39.0,0.0
"('Chase', 'Drama')",2,32.0,13.0
"('Comedy-drama', 'Medical')",2,73.0,21.0
"('Creature', 'Cult')",2,55.0,56.5
"(""Children's"", 'Time')",2,68.0,67.0
"('Detective', 'Indie')",2,69.5,78.0
"('Crime', 'New')",2,87.5,87.5
"('Computer', 'World')",2,33.0,15.5
"('Detective', 'Gross-out')",2,64.5,34.5
"('Comedy', 'Martial')",2,50.5,52.5
"('Creature', 'Fantasy')",2,87.0,96.0
"('Detective', 'Gross')",2,64.5,34.5
"('Comedy', 'Mockumentary')",2,61.5,79.0
"('Detective', 'Fantasy')",2,39.5,18.0
"('Computer', 'Superhero')",2,79.0,88.5
"('Coming', 'New')",2,78.0,92.0
"('Buddy', 'Period')",2,52.0,49.0
"('Addiction', 'Crime')",2,63.0,59.5
"('Alien', 'Fantasy')",2,58.0,49.5
"('Addiction', 'Buddy')",2,88.0,88.5
"('Fantasy', 'Surrealism')",2,66.0,65.5
"('Absurdism', 'World')",2,61.0,67.0
"('Sex', 'Sexploitation')",2,38.0,
"('Screwball', 'Workplace')",2,84.5,79.5
"('Feminist', 'Film')",2,75.5,89.5
"('Feminist', 'Indie')",2,70.5,80.5
"('Feminist', 'Musical')",2,74.5,78.5
"('Feminist', 'Period')",2,76.5,83.5
"('Feminist', 'Road')",2,70.5,86.5
"('Auto', 'Screwball')",2,56.0,24.0
"('Feminist', 'Screwball')",2,65.0,67.0
"('Action', 'Alien')",2,49.0,47.0
"('Action', 'Americana')",2,78.5,78.0
"('Existentialism', 'Romantic')",2,88.5,85.0
"('Erotica', 'Parody')",2,38.5,9.0
"('Escape', 'Indie')",2,42.5,29.0
"('Fantasy', 'War')",2,60.0,36.0
"('Absurdism', 'Western')",2,65.0,65.0
"('Black', 'Superhero')",2,73.0,71.5
"('Avant-garde', 'Musical')",2,74.5,78.5
"('Art', 'Black')",2,78.0,77.0
"('Gay', 'Screwball')",2,50.0,33.5
"('Action', 'Animated')",2,64.0,43.0
"('Film', 'Gangster')",2,62.0,84.0
"('Sex', 'Stop')",2,80.5,76.5
"('Fictional', 'LGBT')",2,65.5,72.5
"('B-movie', 'Drama')",2,66.0,97.0
"('B-movie', 'Crime')",2,81.5,97.0
"('Fantasy', 'Mockumentary')",2,55.0,53.0
"('Fantasy', 'Monster')",2,40.0,33.0
"('Existentialism', 'Romance')",2,88.5,85.0
"('Avant-garde', 'Surrealism')",2,78.0,82.0
"('Fantasy', 'Psychological')",2,35.0,
"('Avant-garde', 'Satire')",2,84.5,43.0
"('Absurdism', 'War')",2,73.0,58.0
"('Black', 'Melodrama')",2,76.5,86.5
"('Drama', 'Fairy')",2,76.0,
"('Gay', 'Road')",2,77.0,60.0
"('Absurdism', 'Family')",2,66.0,54.0
"('Drama', 'Punk')",2,88.0,78.0
"('Black', 'Detective')",2,44.0,
"('Black', 'Czechoslovak')",2,83.0,92.5
"('Black', 'Costume')",2,64.0,56.5
"('Black', 'Time')",2,73.5,74.0
"('Drama', 'Epic')",2,73.0,83.0
"('Drama', 'Dystopia')",2,84.5,92.0
"('Black', 'Western')",2,50.0,73.0
"('Documentary', 'Social')",2,47.0,25.0
"('Documentary', 'World')",2,43.5,74.0
"('Dogme', 'Drama')",2,71.5,74.5
"('World', 'Wuxia')",2,71.5,75.0
"('Dogme', 'World')",2,71.5,74.5
"('Black-and-white', 'LGBT')",2,83.5,84.0
"('Black-and-white', 'Heist')",2,85.5,89.0
"('Black', 'Dystopia')",2,75.0,84.5
"('Drama', 'Neo-noir')",2,65.0,66.0
"('Black', 'Steampunk')",2,52.0,54.0
"('Black', 'Heaven-Can-Wait')",2,82.0,76.0
"('Absurdism', 'Comedy-drama')",2,48.0,48.0
"('Black', 'Silent')",2,65.0,
"('Black', 'Remake')",2,62.0,31.0
"('Drama', 'Gothic')",2,50.5,72.0
"('Drama', 'Gross')",2,60.0,57.5
"('Drama', 'Gross-out')",2,60.0,57.5
"('Drama', 'Heaven-Can-Wait')",2,76.5,67.0
"('Black', 'Prison')",2,61.5,51.0
"('Drama', 'Horse')",2,49.0,67.5
"('Black', 'Medical')",2,74.0,100.0
"('Escape', 'Family')",2,65.0,57.0
"('Absurdism', 'Ensemble')",2,78.0,98.5
"('Black', 'Holiday')",2,60.0,49.5
"('Black', 'History')",2,44.0,39.0
"('Drama', 'Mumblecore')",2,45.0,53.5
"('Action', 'Biker')",2,53.0,17.0
"('Art', 'Comedy')",2,83.0,88.0
"('Domestic', 'Mystery')",2,79.5,81.5
"('Backstage', 'Drama')",2,57.0,67.0
"('Family-Oriented', 'Science')",2,33.5,37.0
"('Absurdism', 'Time')",2,74.0,63.0
"('Sex', 'Thriller')",2,46.0,9.0
"('Road', 'Slapstick')",2,19.0,4.0
"('Family', 'Slice')",2,71.5,77.0
"('Sexploitation', 'Softcore')",2,52.5,
"('Experimental', 'Musical')",2,74.5,78.5
"('Biographical', 'Thriller')",2,51.0,39.5
"('Experimental', 'Satire')",2,84.5,43.0
"('Experimental', 'Surrealism')",2,78.0,82.0
"('Extreme', 'Slapstick')",2,77.5,57.0
"('Biographical', 'Sports')",2,45.5,
"('Fairy', 'Romance')",2,82.5,97.0
"('Biographical', 'Romance')",2,66.0,71.0
"('Biographical', 'Political')",2,59.5,82.0
"('Family-Oriented', 'Mystery')",2,59.0,48.5
"('Beach', 'Parody')",2,64.5,66.0
"('Family', 'Gay')",2,66.5,81.0
"('Family-Oriented', 'Martial')",2,41.0,
"('Psychological', 'Supernatural')",2,19.0,
"('Family', 'Tragicomedy')",2,50.5,31.0
"('Sex', 'Surrealism')",2,71.5,81.0
"('Family-Oriented', 'Stop')",2,75.0,89.0
"('Absurdism', 'Thriller')",2,61.5,42.0
"('B-movie', 'Thriller')",2,78.5,76.5
"('Baseball', 'Romantic')",2,51.5,48.5
"('Baseball', 'Romance')",2,51.5,48.5
"('Family-Oriented', 'Short')",2,,
"('Baseball', 'Family')",2,54.5,51.5
"('Baseball', 'Drama')",2,25.5,27.5
"('Backstage', 'Romantic')",2,53.0,
"('Family-Oriented', 'Horror')",2,46.5,41.0
"('Family-Oriented', 'Sports')",2,37.5,25.0
"('Family-Oriented', 'Slapstick')",2,46.0,20.5
"('Family', 'Gangster')",2,64.5,81.0
"('Family', 'Gross')",2,34.5,28.0
"('Gangster', 'World')",2,77.0,
"('Film', 'Media')",2,54.5,40.5
"('Action', 'Apocalyptic')",2,74.5,89.0
"('Film', 'Silent')",2,56.0,92.0
"('Art', 'Road')",2,85.0,77.0
"('Art', 'Political')",2,70.0,77.0
"('Art', 'Period')",2,78.5,80.5
"('Science', 'Supernatural')",2,73.0,77.5
"('Art', 'Music')",2,68.5,82.0
"('Film', 'Tragedy')",2,43.0,
"('Science', 'Spy')",2,31.5,75.0
"('Film', 'War')",2,57.5,66.0
"('Future', 'Science')",2,90.0,82.0
"('Gangster', 'Musical')",2,75.0,60.5
"('Art', 'Domestic')",2,79.5,77.5
"('Gangster', 'Slapstick')",2,51.0,11.0
"('Art', 'Crime')",2,78.0,71.0
"('Science', 'Television')",2,19.0,
"('Film', 'Japanese')",2,73.5,81.0
"('Family', 'Gross-out')",2,34.5,28.0
"('Film', 'History')",2,83.0,87.0
"('Family', 'Horse')",2,49.0,67.5
"('Family', 'Jungle')",2,35.5,39.5
"('Short', 'Teen')",2,42.0,16.0
"('Biographical', 'History')",2,59.0,53.5
"('Biographical', 'Historical')",2,45.5,25.0
"('Biographical', 'Crime')",2,51.0,39.5
"('Family', 'Reboot')",2,46.0,21.0
"('Family', 'Religious')",2,68.5,49.5
"('Biographical', 'Black-and-white')",2,58.5,93.0
"('Sexploitation', 'Teen')",2,30.0,
"('B-movie', 'Satire')",2,76.5,73.5
"('Biker', 'Buddy')",2,53.0,17.0
"('Family-Oriented', 'Television')",2,62.0,
"('B-Western', 'Western')",2,57.0,50.0
"('Fantasy', 'Filipino')",2,34.5,
"('Domestic', 'Musical')",2,53.5,58.5
"('Action', 'Anti-war')",2,67.0,67.0
"('Domestic', 'Period')",2,76.0,86.5
"('Airplanes', 'Disaster')",2,66.0,97.0
"('Mystery', 'Neo-noir')",2,,
"('Action', 'Silent')",2,,
"('Airplanes', 'Cult')",2,66.0,97.0
"('Airplanes', 'Buddy')",2,87.0,93.5
"('Romance', 'Suspense')",2,74.5,94.0
"('Romance', 'Surrealism')",2,72.5,73.0
"('Action', 'Slasher')",2,42.0,21.0
"('Albino', 'Crime')",2,35.0,10.0
"('Musical', 'Operetta')",2,78.5,91.5
"('Albino', 'Thriller')",2,68.0,74.0
"('Alien', 'Animation')",2,51.5,33.0
"('Master', 'Parody')",2,78.5,73.0
"('Action', 'Natural')",2,58.5,47.0
"('Romantic', 'Sci-Fi')",2,60.5,67.5
"('Americana', 'Fantasy')",2,53.5,74.5
"('Musical', 'Zombie')",2,75.5,69.5
"('Musical', 'Workplace')",2,68.0,88.0
"('Media', 'Screwball')",2,57.0,55.5
"('Airplanes', 'Drama')",2,64.5,70.0
"('Musical', 'Punk')",2,89.0,69.0
"('Musical', 'Remake')",2,73.5,82.5
"('Musical', 'Roadshow')",2,63.5,33.0
"('Airplanes', 'War')",2,41.0,26.5
"('Airplanes', 'Thriller')",2,83.5,95.0
"('Airplanes', 'Screwball')",2,67.5,66.0
"('Romance', 'Tragedy')",2,51.0,82.0
"('Musical', 'Sexploitation')",2,59.0,76.0
"('Airplanes', 'Satire')",2,68.5,68.5
