wikipedia_id,freebase_id,title_x,release_date,box_office_revenue,runtime,languages,countries,genres,id,title_y,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix,Matched_Title,min_date_difference
1681132,/m/05my53,Harlem Nights,1989-11-17,60864870.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0lsxr': 'Crime Fiction', '/m/0hj3m_x': 'Crime Comedy', '/m/01t_vv': 'Comedy-drama', '/m/03btsm8': 'Action/Adventure', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0gw5w78': 'Gangster Film', '/m/02kdv5l': 'Action'}",harlem_nights,Harlem Nights,80.0,27.0,,,1989-11-17,2002-01-29,118.0,Comedy,English,Eddie Murphy,Eddie Murphy,$58.5M,Paramount Pictures,Surround,Harlem Nights,0.0
16823471,/m/0407j3w,National Lampoon's Pucked,2006-02-10,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01z02hx': 'Sports', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",pucked,National Lampoon's Pucked,30.0,,R,"['Language', 'Some Sexuality/Nudity']",,2007-04-17,86.0,Comedy,English,Arthur Hiller,"Matty Simmons,William Dozier,Sal Catalano,Shakes Mutlin",,,,National Lampoon's Pucked,431.0
1682637,/m/05n197,Teacher's Pet,1930-10-11,,20.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",1036653-teachers_pet,Teacher's Pet,71.0,86.0,,,1958-04-01,2005-04-19,120.0,Comedy,English,George Seaton,"Fay Kanin,Michael Kanin",,Paramount Pictures,,Teacher's Pet,10034.0
1682805,/m/05n1pq,The Family Stone,2005-12-16,92283851.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hn10': 'LGBT', '/m/06cvj': 'Romantic comedy', '/m/03p5xs': 'Comedy of manners', '/m/01t_vv': 'Comedy-drama', '/m/0hj3n6r': 'Holiday Film', '/m/0bwgnb': 'Christmas movie', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hj3n0k': 'Domestic Comedy'}",family_stone,The Family Stone,63.0,52.0,PG-13,"['Some Sexual Content', 'Drug References']",2005-12-16,2006-05-02,104.0,"Holiday, Romance, Comedy",English,Thomas Bezucha,Thomas Bezucha,$60.1M,20th Century Fox,Dolby SRD,The Family Stone,0.0
16839388,/m/0407yj_,Cars 2,2011-06-18,559852396.0,106.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03k9fj': 'Adventure', '/m/0hj3myq': ""Children's/Family"", '/m/01zhp': 'Computer Animation', '/m/0hcr': 'Animation', '/m/01z4y': 'Comedy', '/m/0hqxf': 'Family Film', '/m/02kdv5l': 'Action', '/m/0hj3n26': 'Family-Oriented Adventure', '/m/0bkbm': 'Spy'}",cars_2,Cars 2,49.0,40.0,,,2011-06-24,2011-11-01,107.0,"Kids & family, Comedy, Adventure, Animation",English,John Lasseter,Ben Queen,,"Pixar Animation Studios, Walt Disney","Dolby Digital, SDDS, DTS",Cars 2,6.0
16840772,/m/0407zsw,My Monster Mom,2008-07-02,,113.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/01jb8r"": ""Filipino language"", ""/m/02h40lc"": ""English Language""}","{""/m/05v8c"": ""Philippines""}","{'/m/07s9rl0': 'Drama', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/03q4nz': 'World cinema', '/m/0gxblw4': 'Filipino Movies'}",helicopter_mom,Helicopter Mom,80.0,29.0,,,,2016-07-26,83.0,"Comedy, Lgbtq+",English,Salomé Breziner,Duke Tran,,,,My Monster Mom,2946.0
168483,/m/016k80,My Favorite Year,1982-10-01,20123620.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{'/m/01z4y': 'Comedy', '/m/03q4nz': 'World cinema'}",my_favorite_year,My Favorite Year,84.0,97.0,,,1982-10-01,2016-05-03,92.0,Comedy,English,Richard Benjamin,,,MGM/UA Home Entertainment Inc.,,My Favorite Year,0.0
168491,/m/016k9w,"Reuben, Reuben",1983-12-19,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy'}",reuben_reuben,"Reuben, Reuben",76.0,100.0,,,1983-12-19,2015-10-01,101.0,Comedy,English,Robert Ellis Miller,,,20th Century Fox Intl.,,"Reuben, Reuben",0.0
16852778,/m/0408dyh,Don't Touch The White Woman!,1974-01-23,,110.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{'/m/0gf28': 'Parody', '/m/03btsm8': 'Action/Adventure', '/m/01z4y': 'Comedy', '/m/03q4nz': 'World cinema', '/m/0cshrf': 'Political cinema'}",dont_touch_the_white_woman,Don't Touch the White Woman!,64.0,,,,,2008-08-19,108.0,"Comedy, Biography, Western",French (France),Marco Ferreri,"Rafael Azcona,Marco Ferreri",,,,Don't Touch The White Woman!,12627.0
168551,/m/016kmf,Murphy's Romance,1985-12-25,30762621.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",murphys_romance,Murphy's Romance,75.0,74.0,,,1986-01-31,2000-05-16,107.0,"Romance, Comedy",English,Martin Ritt,,$27.3M,Columbia Pictures,Stereo,Murphy's Romance,37.0
168593,/m/016kxf,"Good Morning, Vietnam",1987-12-23,123922370.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/082gq': 'War film'}",good_morning_vietnam,"Good Morning, Vietnam",82.0,89.0,,,1987-12-23,2006-01-17,120.0,Comedy,English,Barry Levinson,Mitch Markowitz,$123.9M,"Touchstone Pictures, Buena Vista Pictures","Surround, Magnetic Stereo 6 Track","Good Morning, Vietnam",0.0
16877347,/m/04097_5,This Could Be the Night,1957-05-14,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",this_could_be_the_night,This Could Be the Night,50.0,,,,1957-05-14,2017-03-10,104.0,"Romance, Comedy",English,Robert Wise,,,,,This Could Be the Night,0.0
1688077,/m/05nhv2,Leprechaun,1993-01-08,8556940.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0g092b': 'Monster movie', '/m/03npn': 'Horror', '/m/0fdjb': 'Supernatural', '/m/01q03': 'Cult', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/01585b': 'Slasher'}",leprechaun,Leprechaun,32.0,27.0,,,1993-01-08,1999-09-24,92.0,"Horror, Comedy",English,Mark Jones,Mark Jones,$9.2M,"Trimark Pictures, Vidmark Entertainment","Ultra-Stereo, Surround",Leprechaun,0.0
16907195,/m/0j9hg,The Italian Job,1969-06-02,,96.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{'/m/0lsxr': 'Crime Fiction', '/m/01jfsb': 'Thriller', '/m/04btyz': 'Heist', '/m/03btsm8': 'Action/Adventure', '/m/01z4y': 'Comedy', '/m/02wtdps': 'Crime Thriller', '/m/02kdv5l': 'Action'}",1038613-italian_job,The Italian Job,85.0,81.0,,,,2012-05-15,101.0,"Action, Comedy",English,Peter Collinson,Troy Kennedy-Martin,,,,The Italian Job,15688.0
16909558,/m/0411wm3,The Princess from Hoboken,1927-03-01,,,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02l7c8': 'Romance Film', '/m/06ppq': 'Silent film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",principessa,Part-Time Princess,,,,,,2017-10-20,78.0,Comedy,Italian,Giorgio Arcelli,"Giorgio Arcelli,Giuliano Miniati",,,,The Princess from Hoboken,33106.0
1691104,/m/05nqyk,Real Women Have Curves,2002-10-18,,86.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0219x_': 'Indie', '/m/02h8pkk': 'Family Drama', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/01j1n2': 'Coming of age'}",real_women_have_curves,Real Women Have Curves,75.0,85.0,PG-13,"['Some Language', 'Sexual Content']",2002-10-18,2007-01-16,93.0,"Comedy, Drama",English,Patricia Cardoso,"George LaVoo,Josefina Lopez,Josefina Lopez",$5.8M,HBO,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Real Women Have Curves,0.0
16913484,/m/0411_qx,Sharp Shooters,1928-01-15,,60.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06ppq': 'Silent film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",sharp_stick,Sharp Stick,36.0,48.0,R,"['Some Nudity', 'Language Throughout', 'Drug Use', 'Strong Sexual Content']",2022-07-29,2022-08-16,86.0,Comedy,English,Lena Dunham,Lena Dunham,,Utopia,,Sharp Shooters,34529.0
1693395,/m/05nxmf,Varsity Blues,1999-01-15,54294169.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01z02hx': 'Sports', '/m/07s9rl0': 'Drama', '/m/01j1n2': 'Coming of age', '/m/01z4y': 'Comedy', '/m/02b5_l': 'Teen'}",varsity_blues,Varsity Blues,76.0,43.0,,,1999-01-15,2007-09-04,104.0,"Comedy, Drama",English,Brian Robbins,W. Peter Iliff,$52.9M,Paramount Pictures,"Surround, Dolby Digital, DTS",Varsity Blues,0.0
16936786,/m/0412p80,She's Out Of My League,2010-03-11,49219151.0,104.0,"{""/m/0cjk9"": ""Ukrainian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",shes_out_of_my_league,She's Out of My League,59.0,57.0,R,"['Sexual Content', 'Language']",2010-03-12,2010-06-22,106.0,"Romance, Comedy",English,Jim Field Smith,"Sean Anders,John Morris",$31.6M,Paramount Pictures,,She's Out Of My League,1.0
16949071,/m/041313z,Kung Fu Tootsie,2007-07-19,,92.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}","{'/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy'}",tootsie,Tootsie,81.0,90.0,,,1982-12-17,2008-02-05,111.0,"Comedy, Lgbtq+",English,Sydney Pollack,"Larry Gelbart,Barry Levinson,Elaine May,Murray Schisgal",,"Columbia Tristar, Criterion Collection, RCA/Columbia, Columbia Pictures, Columbia TriStar Home Video","Mono, Stereo",Kung Fu Tootsie,201.0
16951571,/m/041344k,Touch And Go,1986-08-22,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01z02hx': 'Sports', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",touch_and_go_1955,Touch and Go,,,,,,2017-02-08,85.0,Comedy,English,Michael Truman,,,,,Touch And Go,11128.0
16953192,/m/041361g,Kuch Meetha Ho Jaaye,2005-04-15,,162.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{'/m/06cvj': 'Romantic comedy', '/m/03q4nz': 'World cinema', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film'}",haseena_maan_jaayegi,Haseena Maan Jaayegi,59.0,,,,,2016-11-23,180.0,"Romance, Comedy",Hindi,David Dhawan,"Rumi Jaffery,Imtiaz Patel,Yunus Sajawal",,,Stereo,Kuch Meetha Ho Jaaye,4240.0
16955791,/m/04138lq,The Great Lover,1949-11-23,2625000.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06qm3': 'Screwball comedy', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",100_love,100 Percent Love,64.0,,,,2011-05-06,,141.0,"Romance, Comedy, Drama",Telugu,Sukumar,Sukumar,,,,The Great Lover,22444.0
16962679,/m/0413jn4,A Night at the Movies,1937-11-06,,10.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",top_cat_the_movie_uk,Top Cat: The Movie,23.0,14.0,PG,['Some Mild Rude Humor'],,2013-09-03,90.0,"Kids & family, Comedy, Adventure, Animation",Spanish,Alberto Mar,"Timothy McKeon,Kevin Seccia",,,,A Night at the Movies,27695.0
169788,/m/016rw2,Friday,1995-04-26,28215918.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0556j8': 'Buddy film', '/m/01t_vv': 'Comedy-drama', '/m/01q03': 'Cult', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/01j1n2': 'Coming of age', '/m/03v6qx': 'Stoner film'}",friday,Friday,91.0,76.0,R,"['Drug Use', 'A Brutal Fight', 'Pervasive Strong Language']",1995-04-26,1999-03-02,91.0,Comedy,English,F. Gary Gray,"Ice Cube,DJ Pooh",$27.4M,"New Line Cinema, New Line Home Video [us]","Surround, Stereo",Friday,0.0
1699256,/m/05pc3g,Duplex,2003-09-26,19322135.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{'/m/0vgkd': 'Black comedy', '/m/01z4y': 'Comedy'}",duplex,Duplex,40.0,35.0,PG-13,"['Sexual Content', 'Language', 'Some Violence']",2003-09-26,2004-03-02,89.0,Comedy,English,Danny DeVito,Larry Doyle,$9.7M,Miramax Films,Surround,Duplex,0.0
1701236,/m/05pj8j,Sgt. Pepper's Lonely Hearts Club Band,1978-07-21,20378470.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/04t36': 'Musical', '/m/01z4y': 'Comedy', '/m/0219x_': 'Indie', '/m/03k9fj': 'Adventure'}",lonely_hearts_1983,Lonely Hearts,62.0,100.0,,,,2001-12-26,95.0,"Romance, Comedy",English,Paul Cox,,,,,Sgt. Pepper's Lonely Hearts Club Band,8559.0
17020058,/m/0415thc,Brothers Under the Skin,1922-11-12,,60.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06ppq': 'Silent film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",the_skinny,The Skinny,55.0,,,,2012-02-10,2016-09-19,95.0,"Comedy, Drama, Romance, Lgbtq+",English,Patrik-Ian Polk,Patrik-Ian Polk,,,,Brothers Under the Skin,32597.0
17020178,/m/0415tlt,I Like Your Nerve,1931-09-12,,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02qvnvs': 'Swashbuckler films', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",i_like_your_nerve,I Like Your Nerve,,,,,1931-09-12,,70.0,"Romance, Comedy",English,William McGann,Roland Pertwee,,First National Pictures Inc.,,I Like Your Nerve,0.0
17029551,/m/04162fh,On the Avenue,1937-02-12,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0hj3mvs': 'Backstage Musical', '/m/01g6gs': 'Black-and-white', '/m/0220p9g': 'Musical comedy', '/m/04t36': 'Musical', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",on_the_avenue,On the Avenue,50.0,,,,,2007-02-20,90.0,"Musical, Comedy",English,Roy Del Ruth,,,,,On the Avenue,25575.0
1703740,/m/05pr8b,Big Trouble,2002-04-05,8493890.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0lsxr': 'Crime Fiction', '/m/0gw5w78': 'Gangster Film', '/m/03btsm8': 'Action/Adventure', '/m/01z4y': 'Comedy', '/m/0vgkd': 'Black comedy', '/m/02kdv5l': 'Action'}",big_trouble_2002,Big Trouble,54.0,48.0,PG-13,"['Language', 'Crude Humor', 'Sex-Related Material']",2002-04-05,2002-10-08,85.0,Comedy,English,Barry Sonnenfeld,"Robert Ramsey,Matthew Stone,Dave Barry",$7.3M,"Buena Vista Pictures, Touchstone Pictures","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Big Trouble,0.0
1703792,/m/05prcg,Kissing Jessica Stein,2002-03-13,7022940.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0hn10': 'LGBT', '/m/0219x_': 'Indie', '/m/01t_vv': 'Comedy-drama', '/m/0d63kt': 'Gay', '/m/0bc42t_': 'Gay Interest', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/04tkhfk': 'Gay Themed', '/m/02l7c8': 'Romance Film'}",kissing_jessica_stein,Kissing Jessica Stein,65.0,83.0,R,"['Sexual Content', 'Language']",2002-03-13,2004-08-03,94.0,"Romance, Comedy, Lgbtq+",English,Charles Herman-Wurmfeld,"Heather Juergensen,Jennifer Westfeldt",$7.0M,Fox,"Surround, Dolby Stereo, DTS",Kissing Jessica Stein,0.0
17038375,/m/0416dv9,Zombie! vs. Mardi Gras,1999-09-09,,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03npn': 'Horror', '/m/01z4y': 'Comedy', '/m/0219x_': 'Indie'}",mardi_gras_spring_break_2010,Mardi Gras,23.0,,R,"['Language Throughout', 'Graphic Nudity', 'Crude and Sexual Content']",2011-09-23,2011-10-25,88.0,Comedy,English,Phil Dornfeld,Josh Heald,,Samuel Goldwyn Company,,Zombie! vs. Mardi Gras,4397.0
17039851,/m/0416gls,Tonight or Never,1931-12-17,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",tonight_or_never,Tonight or Never,40.0,,,,1931-12-17,2001-03-20,80.0,"Comedy, Romance",English,Mervyn LeRoy,"Fanny Hatton,Frederic Hatton,Ernest Vajda",,,,Tonight or Never,0.0
17041756,/m/0416k4n,Freelance,2007-03-01,,63.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}",{'/m/01z4y': 'Comedy'},the-freelancers,The Freelancers,,,,,1998-09-04,2017-05-22,91.0,"Comedy, Drama",French (Canada),Denis Dercourt,Denis Dercourt,,,"Dolby A, Dolby SR, Dolby Digital",Freelance,3100.0
1705316,/m/05pwmw,The Monkey's Uncle,1965-08-18,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hqxf': 'Family Film', '/m/0hj3mtj': 'Animal Picture', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",monkeys_uncle,The Monkey's Uncle,41.0,,,,1965-06-23,2014-01-01,90.0,"Kids & family, Comedy",English,Robert Stevenson,"Alfred Lewis Levitt,Helen Levitt",,Buena Vista Distribution Co. Inc.,,The Monkey's Uncle,56.0
1705347,/m/05pwp7,The Misadventures of Merlin Jones,1964-03-25,,91.0,{},"{""/m/09c7w0"": ""United States of America""}","{'/m/0hqxf': 'Family Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",misadventures_of_merlin_jones,The Misadventures of Merlin Jones,63.0,,,,1964-03-25,2004-02-03,93.0,"Kids & family, Comedy",English,Robert Stevenson,"Bill Walsh,Alfred Lewis Levitt,Helen Levitt",,Buena Vista Distribution Co. Inc.,,The Misadventures of Merlin Jones,0.0
17055534,/m/0416y94,Julie & Julia,2009-07-30,129538392.0,123.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/017fp': 'Biography', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hj3n0k': 'Domestic Comedy'}",julie_and_julia,Julie & Julia,70.0,78.0,PG-13,"['Some Sensuality', 'Brief Strong Language']",2009-08-07,2009-12-08,123.0,"Comedy, Drama",English,Nora Ephron,Nora Ephron,$94.1M,Columbia Pictures,,Julie & Julia,8.0
17064256,/m/04175m6,Kahpe Bizans,2000-01-21,,97.0,"{""/m/02hwyss"": ""Turkish Language""}","{""/m/01znc_"": ""Turkey""}",{'/m/01z4y': 'Comedy'},bizans_oyunlari,Bizans Oyunlari,,,,,,2018-01-12,106.0,Comedy,Turkish,Gani Müjde,Gani Müjde,,,,Kahpe Bizans,6566.0
17082042,/m/0417mq3,5th Ave Girl,1939-09-22,1370000.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",cave_girl_island,Cave Girl Island,,,,,,2013-11-05,76.0,Comedy,English,David DeCoteau,,,,Stereo,5th Ave Girl,27073.0
17082171,/m/0417msd,Canvas Back Duck,1953-12-25,,7.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/0hqxf': 'Family Film', '/m/01z4y': 'Comedy', '/m/0hcr': 'Animation'}",duck_duck_goose,Duck Duck Goose,39.0,,PG,"['Rude Humor', 'Mild Action/Peril']",2018-04-20,2018-07-20,82.0,"Kids & family, Comedy, Adventure, Animation",English,Christopher Jenkins,"Rob Muir,Christopher Jenkins",,Open Road,,Canvas Back Duck,23492.0
170858,/m/016y0b,The Hudsucker Proxy,1994-03-11,2816518.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{'/m/06qm3': 'Screwball comedy', '/m/0hj3nyp': 'Workplace Comedy', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/01hmnh': 'Fantasy'}",hudsucker_proxy,The Hudsucker Proxy,79.0,60.0,,,1994-03-11,1999-05-18,111.0,Comedy,English,"Joel Coen,Ethan Coen","Joel Coen,Ethan Coen,Sam Raimi",$2.1M,"Columbia TriStar Home Video, Laurenfilm S.A.","Surround, Stereo, Dolby Digital",The Hudsucker Proxy,0.0
17089501,/m/04180vy,When in Rome,2010-01-29,43042835.0,90.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",when_in_rome,When in Rome,41.0,17.0,PG-13,['Some Suggestive Content'],2010-01-29,2010-06-15,91.0,"Romance, Comedy",English,Mark Steven Johnson,"David Diamond,David Weissman",$32.7M,Walt Disney,,When in Rome,0.0
17092708,/m/04183m7,A Royal Scandal,1945-04-11,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",a-royal-scandal,A Royal Scandal,29.0,33.0,,,1945-04-11,,94.0,Comedy,English,Otto Preminger,Edwin Justus Mayer,,20th Century Fox,,A Royal Scandal,0.0
17093305,/m/04184fz,Hormones,2008-03-20,,,"{""/m/0653m"": ""Standard Mandarin"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}",{'/m/01z4y': 'Comedy'},raging-hormones,Raging Hormones,54.0,,,,,2007-07-03,94.0,Comedy,English,Michael Dugan,"Michael Dugan,Alex Ferrari",,,,Hormones,261.0
170936,/m/016yhm,Harvey,1950-10-13,2600000.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06qm3': 'Screwball comedy', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",harvey_1950,Harvey,93.0,86.0,,,1950-10-13,2002-01-02,104.0,Comedy,English,Henry Koster,"Mary Chase,Oscar Brodney,Myles Connolly",,"Universal Pictures, MCA/Universal Pictures [us]",,Harvey,0.0
17101981,/m/0421v9q,The Proposal,2009-06-01,317375031.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",10010458-proposal,The Proposal,68.0,45.0,PG-13,"['Nudity', 'Language', 'Sexual Content']",2009-06-19,2009-10-13,108.0,"Romance, Comedy",English,Anne Fletcher,Peter Chiarelli,$163.9M,Walt Disney,,The Proposal,18.0
171068,/m/016z7s,The Madness of King George,1994-12-28,,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{'/m/017fp': 'Biography', '/m/04xvh5': 'Costume drama', '/m/03p5xs': 'Comedy of manners', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0cshrf': 'Political cinema', '/m/03bxz7': 'Biographical film', '/m/02p0szs': 'Historical fiction', '/m/03mqtr': 'Political drama'}",spud_2_the_madness_continues,Spud 2: The Madness Continues,46.0,,,,,2019-01-04,91.0,Comedy,English,Donovan Marsh,Donovan Marsh,,,,The Madness of King George,8773.0
1712963,/m/05qfnl,Snow Day,2000-01-29,62464731.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03k9fj': 'Adventure', '/m/0hj3myq': ""Children's/Family"", '/m/0bj8m2': ""Children's"", '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hqxf': 'Family Film', '/m/02b5_l': 'Teen', '/m/09q17': 'Slapstick'}",snow_day,Snow Day,27.0,29.0,PG,"['Language', 'Brief Mild Peril']",2000-02-11,2000-10-03,89.0,"Kids & family, Comedy",English,Chris Koch,"Will McRobb,Chris Viscardi",$60.0M,Paramount Pictures,"Surround, Dolby Digital, DTS, SDDS",Snow Day,13.0
